,prov_code,prov_name,year,all_wm_prov,knows_wm_prov,total_pop,ethnic_turkish,ethnic_kurdish,ln_casualty,ln_gdppc_cons,divorce_rate_ma5,mosques_perk,ceasefire,fm_diff_educ
690,23,Elazig,1996,,,,,,,,,,0,
691,23,Elazig,1997,,,,,,,,,,0,
692,23,Elazig,1998,,,,,,,,,,0,
693,23,Elazig,1999,,,,,,,,,,0,
694,23,Elazig,2000,,,,,,,,,,0,
695,23,elazig,2001,,,,,,,,,,0,
696,23,elazig,2002,,,,,,,,1.05,,0,
697,23,elazig,2003,,,,,,,,1.155,,0,
698,23,elazig,2004,,,,,,,,1.1566666,,0,
699,23,elazig,2005,,,,,,,,1.1425,,0,
700,23,elazig,2006,,,,,,,,1.138,,0,
701,23,elazig,2007,,,,,,,4.038852,1.142,,0,
702,23,elazig,2008,,,,,,,4.050125,1.072,,0,
703,23,elazig,2009,,,,,,,4.0210657,1.052,,0,-0.13777603
704,23,ELAZIG,2010,0,0,552646,52.16184,47.83816,5.3375382,4.0908766,1.08,1.69367,0,-0.13999462
705,23,ELAZIG,2011,4,4,558556,52.16184,47.83816,5.3375382,4.171932,1.076,1.6954433,0,-0.15038322
706,23,ELAZIG,2012,2,2,562703,52.16184,47.83816,5.3375382,4.2104135,1.054,1.7149366,0,-0.14963853
707,23,ELAZIG,2013,3,3,568239,52.16184,47.83816,5.3375382,4.238261,1.108,1.708788,1,-0.14652725
708,23,ELAZIG,2014,1,1,568753,52.16184,47.83816,5.3375382,4.248102,1.132,1.6984526,1,-0.14656226
709,23,ELAZIG,2015,1,1,574304,52.16184,47.83816,5.3375382,4.2946377,1.124,1.682036,0,-0.15082319
710,23,ELAZIG,2016,4,4,578789,52.16184,47.83816,5.3375382,4.320339,1.114,1.6949182,0,-0.14964724
711,23,ELAZIG,2017,2,2,583671,52.16184,47.83816,5.3375382,4.360137,1.1,1.6944478,0,-0.14547259
712,23,Elazig,2018,,,,,,,,1.05,,0,-0.14309654
713,24,Erzincan,1986,,,,,,,,,,0,
714,24,Erzincan,1987,,,,,,,,,,0,
715,24,Erzincan,1988,,,,,,,,,,0,
716,24,Erzincan,1991,,,,,,,,,,0,
717,24,Erzincan,1992,,,,,,,,,,0,
718,24,Erzincan,1993,,,,,,,,,,0,
719,24,Erzincan,1994,,,,,,,,,,0,
720,24,Erzincan,1995,,,,,,,,,,0,
721,24,Erzincan,1996,,,,,,,,,,0,
722,24,Erzincan,1997,,,,,,,,,,0,
723,24,Erzincan,1998,,,,,,,,,,0,
724,24,Erzincan,1999,,,,,,,,,,0,
725,24,Erzincan,2000,,,,,,,,,,0,
726,24,erzincan,2001,,,,,,,,,,0,
727,24,erzincan,2002,,,,,,,,1.31,,0,
728,24,erzincan,2003,,,,,,,,1.295,,0,
729,24,erzincan,2004,,,,,,,,1.2466667,,0,
730,24,erzincan,2005,,,,,,,,1.185,,0,
731,24,erzincan,2006,,,,,,,,1.146,,0,
732,24,erzincan,2007,,,,,,,4.243491,1.074,,0,
733,24,erzincan,2008,,,,,,,4.295511,1.02,,0,
734,24,erzincan,2009,,,,,,,4.284304,0.99,,0,-0.12678768
735,24,ERZINCAN,2010,1,1,224949,74.11515,25.884853,5.0238805,4.3327394,1.05,2.4672258,0,-0.13605244
736,24,ERZINCAN,2011,0,0,215277,74.11515,25.884853,5.0238805,4.509616,1.068,2.5873642,0,-0.13390444
737,24,ERZINCAN,2012,1,1,217886,74.11515,25.884853,5.0238805,4.5625615,1.076,2.593099,0,-0.12949583
738,24,ERZINCAN,2013,2,2,219996,74.11515,25.884853,5.0238805,4.567525,1.126,2.5955017,1,-0.13199343
739,24,ERZINCAN,2014,0,0,223633,74.11515,25.884853,5.0238805,4.5435896,1.168,2.5711768,1,-0.12808624
740,24,ERZINCAN,2015,1,1,222918,74.11515,25.884853,5.0238805,4.5461855,1.146,2.579424,0,-0.1291135
741,24,ERZINCAN,2016,1,1,226032,74.11515,25.884853,5.0238805,4.5718765,1.13,2.5483117,0,-0.121268034
742,24,ERZINCAN,2017,0,0,231511,74.11515,25.884853,5.0238805,4.625414,1.216,2.5139194,0,-0.13138482
743,24,Erzincan,2018,,,,,,,,1.2,,0,-0.12506336
744,25,Erzurum,1986,,,,,,,,,,0,
745,25,Erzurum,1987,,,,,,,,,,0,
746,25,Erzurum,1988,,,,,,,,,,0,
747,25,Erzurum,1991,,,,,,,,,,0,
748,25,Erzurum,1992,,,,,,,,,,0,
749,25,Erzurum,1993,,,,,,,,,,0,
750,25,Erzurum,1994,,,,,,,,,,0,
751,25,Erzurum,1995,,,,,,,,,,0,
752,25,Erzurum,1996,,,,,,,,,,0,
753,25,Erzurum,1997,,,,,,,,,,0,
754,25,Erzurum,1998,,,,,,,,,,0,
755,25,Erzurum,1999,,,,,,,,,,0,
756,25,Erzurum,2000,,,,,,,,,,0,
757,25,erzurum,2001,,,,,,,,,,0,
758,25,erzurum,2002,,,,,,,,0.38,,0,
759,25,erzurum,2003,,,,,,,,0.415,,0,
760,25,erzurum,2004,,,,,,,,0.41333333,,0,
761,25,erzurum,2005,,,,,,,,0.41,,0,
762,25,erzurum,2006,,,,,,,,0.408,,0,
763,25,erzurum,2007,,,,,,,3.8115187,0.412,,0,
764,25,erzurum,2008,,,,,,,3.8542142,0.408,,0,
765,25,erzurum,2009,,,,,,,3.8670037,0.412,,0,-0.11936723
766,25,ERZURUM,2010,1,1,769085,89.91422,10.085778,4.727388,3.966271,0.438,1.9490694,0,-0.12461251
767,25,ERZURUM,2011,0,0,780847,89.91422,10.085778,4.727388,4.03749,0.47,1.9389201,0,-0.13010335
768,25,ERZURUM,2012,1,1,778195,89.91422,10.085778,4.727388,4.0680137,0.506,1.9879336,0,-0.13000569
769,25,ERZURUM,2013,2,2,766729,89.91422,10.085778,4.727388,4.1279407,0.538,2.0359213,1,-0.12804809
770,25,ERZURUM,2014,4,4,763320,89.91422,10.085778,4.727388,4.1578484,0.568,2.0594246,1,-0.14137927
771,25,ERZURUM,2015,3,3,762321,89.91422,10.085778,4.727388,4.2106376,0.58,2.0621235,0,-0.13123101
772,25,ERZURUM,2016,1,1,762021,89.91422,10.085778,4.727388,4.2625093,0.61,2.0891812,0,-0.12868217
773,25,ERZURUM,2017,0,0,760476,89.91422,10.085778,4.727388,4.3137116,0.604,2.0960557,0,-0.12239158
774,25,Erzurum,2018,,,,,,,,0.592,,0,-0.12359077
775,26,Eskisehir,1986,,,,,,,,,,0,
776,26,Eskisehir,1987,,,,,,,,,,0,
777,26,Eskisehir,1988,,,,,,,,,,0,
778,26,Eskisehir,1991,,,,,,,,,,0,
779,26,Eskisehir,1992,,,,,,,,,,0,
780,26,Eskisehir,1993,,,,,,,,,,0,
781,26,Eskisehir,1994,,,,,,,,,,0,
782,26,Eskisehir,1995,,,,,,,,,,0,
783,26,Eskisehir,1996,,,,,,,,,,0,
784,26,Eskisehir,1997,,,,,,,,,,0,
785,26,Eskisehir,1998,,,,,,,,,,0,
786,26,Eskisehir,1999,,,,,,,,,,0,
787,26,Eskisehir,2000,,,,,,,,,,0,
788,26,eskisehir,2001,,,,,,,,,,0,
789,26,eskisehir,2002,,,,,,,,1.88,,0,
790,26,eskisehir,2003,,,,,,,,1.84,,0,
791,26,eskisehir,2004,,,,,,,,1.81,,0,
792,26,eskisehir,2005,,,,,,,,1.75,,0,
793,26,eskisehir,2006,,,,,,,,1.742,,0,
794,26,eskisehir,2007,,,,,,,4.5884023,1.726,,0,
795,26,eskisehir,2008,,,,,,,4.5862308,1.744,,0,
796,26,eskisehir,2009,,,,,,,4.515385,1.77,,0,-0.11246553
797,26,ESKISEHIR,2010,7,6,764584,98.23836,1.7616397,0,4.552857,1.864,0.9940046,0,-0.117694914
798,26,ESKISEHIR,2011,2,2,781247,98.23836,1.7616397,0,4.6595516,1.942,0.9740837,0,-0.123453766
799,26,ESKISEHIR,2012,2,2,789750,98.23836,1.7616397,0,4.6924458,1.99,0.97372586,0,-0.12475601
800,26,ESKISEHIR,2013,0,0,799724,98.23836,1.7616397,0,4.7658396,2.014,0.9690843,1,-0.12537271
801,26,ESKISEHIR,2014,5,5,812320,98.23836,1.7616397,0,4.7719507,2.054,0.9565196,1,-0.12563664
802,26,ESKISEHIR,2015,3,3,826716,98.23836,1.7616397,0,4.8085685,2.076,0.93986326,0,-0.123563915
803,26,ESKISEHIR,2016,5,3,844842,98.23836,1.7616397,0,4.82583,2.066,0.92443323,0,-0.12332457
804,26,ESKISEHIR,2017,1,0,860620,98.23836,1.7616397,0,4.867423,2.06,0.91097116,0,-0.12080121
805,26,Eskisehir,2018,,,,,,,,2.092,,0,-0.121371895
806,27,Gaziantep,1986,,,,,,,,,,0,
807,27,Gaziantep,1987,,,,,,,,,,0,
808,27,Gaziantep,1988,,,,,,,,,,0,
809,27,Gaziantep,1991,,,,,,,,,,0,
810,27,Gaziantep,1992,,,,,,,,,,0,
811,27,Gaziantep,1993,,,,,,,,,,0,
812,27,Gaziantep,1994,,,,,,,,,,0,
813,27,Gaziantep,1995,,,,,,,,,,0,
814,27,Gaziantep,1996,,,,,,,,,,0,
815,27,Gaziantep,1997,,,,,,,,,,0,
816,27,Gaziantep,1998,,,,,,,,,,0,
817,27,Gaziantep,1999,,,,,,,,,,0,
818,27,Gaziantep,2000,,,,,,,,,,0,
819,27,gaziantep,2001,,,,,,,,,,0,
820,27,gaziantep,2002,,,,,,,,1.24,,0,
821,27,gaziantep,2003,,,,,,,,1.27,,0,
822,27,gaziantep,2004,,,,,,,,1.28,,0,
823,27,gaziantep,2005,,,,,,,,1.2375,,0,
824,27,gaziantep,2006,,,,,,,,1.224,,0,
825,27,gaziantep,2007,,,,,,,4.0588465,1.184,,0,
826,27,gaziantep,2008,,,,,,,4.037253,1.12,,0,
827,27,gaziantep,2009,,,,,,,3.9589784,1.064,,0,-0.066460595
828,27,GAZIANTEP,2010,12,12,1700763,73.88096,25.568472,3.9318256,4.0198135,1.08,0.52917427,0,-0.07118794
829,27,GAZIANTEP,2011,12,12,1753596,73.88096,25.568472,3.9318256,4.1427894,1.112,0.5177932,0,-0.075817466
830,27,GAZIANTEP,2012,4,4,1799558,73.88096,25.568472,3.9318256,4.1694922,1.168,0.519572,0,-0.07405621
831,27,GAZIANTEP,2013,9,9,1844438,73.88096,25.568472,3.9318256,4.280359,1.234,0.51506203,1,-0.07170987
832,27,GAZIANTEP,2014,12,12,1889466,73.88096,25.568472,3.9318256,4.3397803,1.296,0.51337254,1,-0.07063846
833,27,GAZIANTEP,2015,13,12,1931836,73.88096,25.568472,3.9318256,4.416656,1.328,0.50211304,0,-0.0698681
834,27,GAZIANTEP,2016,15,15,1974244,73.88096,25.568472,3.9318256,4.4338007,1.332,0.5131078,0,-0.06444614
835,27,GAZIANTEP,2017,11,11,2005515,73.88096,25.568472,3.9318256,4.493878,1.292,0.51208794,0,-0.06282735
836,27,Gaziantep,2018,,,,,,,,1.278,,0,-0.0628147
837,28,Giresun,1986,,,,,,,,,,0,
838,28,Giresun,1987,,,,,,,,,,0,
839,28,Giresun,1988,,,,,,,,,,0,
840,28,Giresun,1991,,,,,,,,,,0,
841,28,Giresun,1992,,,,,,,,,,0,
842,28,Giresun,1993,,,,,,,,,,0,
843,28,Giresun,1994,,,,,,,,,,0,
844,28,Giresun,1995,,,,,,,,,,0,
845,28,Giresun,1996,,,,,,,,,,0,
846,28,Giresun,1997,,,,,,,,,,0,
847,28,Giresun,1998,,,,,,,,,,0,
848,28,Giresun,1999,,,,,,,,,,0,
849,28,Giresun,2000,,,,,,,,,,0,
850,28,giresun,2001,,,,,,,,,,0,
851,28,giresun,2002,,,,,,,,1.28,,0,
852,28,giresun,2003,,,,,,,,1.245,,0,
853,28,giresun,2004,,,,,,,,1.3,,0,
854,28,giresun,2005,,,,,,,,1.315,,0,
855,28,giresun,2006,,,,,,,,1.244,,0,
856,28,giresun,2007,,,,,,,3.9397435,1.196,,0,
857,28,giresun,2008,,,,,,,4.0071063,1.196,,0,
858,28,giresun,2009,,,,,,,3.9326131,1.142,,0,-0.08588423
859,28,GIRESUN,2010,0,0,419256,100,0,2.0794415,4.0056815,1.092,3.3344781,0,-0.0928988
860,28,GIRESUN,2011,2,2,419498,100,0,2.0794415,4.0695252,1.152,3.3969173,0,-0.098205835
861,28,GIRESUN,2012,1,1,419555,100,0,2.0794415,4.1035695,1.178,3.5513818,0,-0.095987976
862,28,GIRESUN,2013,0,0,425007,100,0,2.0794415,4.1096416,1.172,3.5834703,1,-0.09507607
863,28,GIRESUN,2014,3,3,429984,100,0,2.0794415,4.118594,1.172,3.5908313,1,-0.0990147
864,28,GIRESUN,2015,6,6,426686,100,0,2.0794415,4.316055,1.186,3.618586,0,-0.09825304
865,28,GIRESUN,2016,1,1,444467,100,0,2.0794415,4.198023,1.2,3.5368204,0,-0.09385845
866,28,GIRESUN,2017,2,2,437393,100,0,2.0794415,4.281758,1.196,3.612312,0,-0.09327191
867,28,Giresun,2018,,,,,,,,1.222,,0,-0.09528619
868,29,Gumushane,1986,,,,,,,,,,0,
869,29,Gumushane,1987,,,,,,,,,,0,
870,29,Gumushane,1988,,,,,,,,,,0,
871,29,Gumushane,1991,,,,,,,,,,0,
872,29,Gumushane,1992,,,,,,,,,,0,
873,29,Gumushane,1993,,,,,,,,,,0,
874,29,Gumushane,1994,,,,,,,,,,0,
875,29,Gumushane,1995,,,,,,,,,,0,
876,29,Gumushane,1996,,,,,,,,,,0,
877,29,Gumushane,1997,,,,,,,,,,0,
878,29,Gumushane,1998,,,,,,,,,,0,
879,29,Gumushane,1999,,,,,,,,,,0,
880,29,Gumushane,2000,,,,,,,,,,0,
881,29,gumushane,2001,,,,,,,,,,0,
882,29,gumushane,2002,,,,,,,,1.27,,0,
883,29,gumushane,2003,,,,,,,,1.255,,0,
884,29,gumushane,2004,,,,,,,,1.1766666,,0,
885,29,gumushane,2005,,,,,,,,1.08,,0,
886,29,gumushane,2006,,,,,,,,1.006,,0,
887,29,gumushane,2007,,,,,,,4.076995,0.886,,0,
888,29,gumushane,2008,,,,,,,4.090539,0.774,,0,
889,29,gumushane,2009,,,,,,,4.0684485,0.716,,0,-0.13543208
890,29,GUMUSHANE,2010,0,0,129618,100,0,2.9957323,4.1688194,0.698,3.9269238,0,-0.14733773
891,29,GUMUSHANE,2011,0,0,132374,100,0,2.9957323,4.285647,0.708,3.8527203,0,-0.1534325
892,29,GUMUSHANE,2012,0,0,135216,100,0,2.9957323,4.2877274,0.654,3.8530943,0,-0.14618811
893,29,GUMUSHANE,2013,0,0,141412,100,0,2.9957323,4.3067126,0.654,3.7196279,1,-0.14571565
894,29,GUMUSHANE,2014,1,1,146353,100,0,2.9957323,4.3114843,0.658,3.6418796,1,-0.14623448
895,29,GUMUSHANE,2015,0,0,151449,100,0,2.9957323,4.3037305,0.644,3.5193365,0,-0.1403149
896,29,GUMUSHANE,2016,0,0,172034,100,0,2.9957323,4.184597,0.6,3.1389143,0,-0.12060195
897,29,GUMUSHANE,2017,0,0,170173,100,0,2.9957323,4.218202,0.616,3.2202523,0,-0.109143764
898,29,Gumushane,2018,,,,,,,,0.578,,0,-0.122978926
899,30,Hakkari,1986,,,,,,,,,,0,
900,30,Hakkari,1987,,,,,,,,,,0,
901,30,Hakkari,1988,,,,,,,,,,0,
902,30,Hakkari,1991,,,,,,,,,,0,
903,30,Hakkari,1992,,,,,,,,,,0,
904,30,Hakkari,1993,,,,,,,,,,0,
905,30,Hakkari,1994,,,,,,,,,,0,
906,30,Hakkari,1995,,,,,,,,,,0,
907,30,Hakkari,1996,,,,,,,,,,0,
908,30,Hakkari,1997,,,,,,,,,,0,
909,30,Hakkari,1998,,,,,,,,,,0,
910,30,Hakkari,1999,,,,,,,,,,0,
911,30,Hakkari,2000,,,,,,,,,,0,
912,30,hakkari,2001,,,,,,,,,,0,
913,30,hakkari,2002,,,,,,,,0.07,,0,
914,30,hakkari,2003,,,,,,,,0.06,,0,
915,30,hakkari,2004,,,,,,,,0.08,,0,
916,30,hakkari,2005,,,,,,,,0.0825,,0,
917,30,hakkari,2006,,,,,,,,0.082,,0,
918,30,hakkari,2007,,,,,,,3.6853995,0.09,,0,
919,30,hakkari,2008,,,,,,,3.6462145,0.104,,0,
920,30,hakkari,2009,,,,,,,3.624147,0.104,,0,-0.15702179
921,30,HAKKARI,2010,1,1,251302,14.350801,85.6492,8.323852,3.694077,0.114,1.6633373,0,-0.14519253
922,30,HAKKARI,2011,1,1,272165,14.350801,85.6492,8.323852,3.698223,0.126,1.579924,0,-0.17335929
923,30,HAKKARI,2012,0,0,279982,14.350801,85.6492,8.323852,3.7870822,0.126,1.7786858,0,-0.16672972
924,30,HAKKARI,2013,0,0,273041,14.350801,85.6492,8.323852,3.8600848,0.128,1.8202394,1,-0.16634548
925,30,HAKKARI,2014,0,0,276287,14.350801,85.6492,8.323852,3.8687658,0.132,1.8205706,1,-0.16954392
926,30,HAKKARI,2015,0,0,278775,14.350801,85.6492,8.323852,3.8974793,0.126,1.8043225,0,-0.1788203
927,30,HAKKARI,2016,3,3,267813,14.350801,85.6492,8.323852,4.009831,0.132,1.7810935,0,-0.16362609
928,30,HAKKARI,2017,0,0,275761,14.350801,85.6492,8.323852,4.0368657,0.14,1.744264,0,-0.16714136
929,30,Hakkari,2018,,,,,,,,0.154,,0,-0.18664761
930,31,Hatay,1986,,,,,,,,,,0,
931,31,Hatay,1987,,,,,,,,,,0,
932,31,Hatay,1988,,,,,,,,,,0,
933,31,Hatay,1991,,,,,,,,,,0,
934,31,Hatay,1992,,,,,,,,,,0,
935,31,Hatay,1993,,,,,,,,,,0,
936,31,Hatay,1994,,,,,,,,,,0,
937,31,Hatay,1995,,,,,,,,,,0,
938,31,Hatay,1996,,,,,,,,,,0,
939,31,Hatay,1997,,,,,,,,,,0,
940,31,Hatay,1998,,,,,,,,,,0,
941,31,Hatay,1999,,,,,,,,,,0,
942,31,Hatay,2000,,,,,,,,,,0,
943,31,hatay,2001,,,,,,,,,,0,
944,31,hatay,2002,,,,,,,,1.25,,0,
945,31,hatay,2003,,,,,,,,1.22,,0,
946,31,hatay,2004,,,,,,,,1.2233334,,0,
947,31,hatay,2005,,,,,,,,1.21,,0,
948,31,hatay,2006,,,,,,,,1.202,,0,
949,31,hatay,2007,,,,,,,3.9990854,1.164,,0,
950,31,hatay,2008,,,,,,,4.0070534,1.144,,0,
951,31,hatay,2009,,,,,,,3.9248974,1.14,,0,-0.064488724
952,31,HATAY,2010,2,2,1480571,44.230022,1.4021523,4.1108737,4.0366592,1.15,0.6348902,0,-0.07042895
953,31,HATAY,2011,1,1,1474223,44.230022,1.4021523,4.1108737,4.1797175,1.19,0.6450856,0,-0.069297835
954,31,HATAY,2012,2,2,1483674,44.230022,1.4021523,4.1108737,4.1638083,1.238,0.6618705,0,-0.067791685
955,31,HATAY,2013,2,2,1503066,44.230022,1.4021523,4.1108737,4.2050147,1.296,0.6659721,1,-0.07006943
956,31,HATAY,2014,9,9,1519836,44.230022,1.4021523,4.1108737,4.2285075,1.334,0.67638874,1,-0.06927054
957,31,HATAY,2015,5,5,1533507,44.230022,1.4021523,4.1108737,4.2884345,1.372,0.67035884,0,-0.065653756
958,31,HATAY,2016,0,0,1555165,44.230022,1.4021523,4.1108737,4.332336,1.388,0.68031365,0,-0.06668307
959,31,HATAY,2017,6,6,1575226,44.230022,1.4021523,4.1108737,4.4176645,1.404,0.6811721,0,-0.062403575
960,31,Hatay,2018,,,,,,,,1.416,,0,-0.06250325
961,32,Isparta,1986,,,,,,,,,,0,
962,32,Isparta,1987,,,,,,,,,,0,
963,32,Isparta,1988,,,,,,,,,,0,
964,32,Isparta,1991,,,,,,,,,,0,
965,32,Isparta,1992,,,,,,,,,,0,
966,32,Isparta,1993,,,,,,,,,,0,
967,32,Isparta,1994,,,,,,,,,,0,
968,32,Isparta,1995,,,,,,,,,,0,
969,32,Isparta,1996,,,,,,,,,,0,
970,32,Isparta,1997,,,,,,,,,,0,
971,32,Isparta,1998,,,,,,,,,,0,
972,32,Isparta,1999,,,,,,,,,,0,
973,32,Isparta,2000,,,,,,,,,,0,
974,32,isparta,2001,,,,,,,,,,0,
975,32,isparta,2002,,,,,,,,1.31,,0,
976,32,isparta,2003,,,,,,,,1.345,,0,
977,32,isparta,2004,,,,,,,,1.3566667,,0,
978,32,isparta,2005,,,,,,,,1.35,,0,
979,32,isparta,2006,,,,,,,,1.362,,0,
980,32,isparta,2007,,,,,,,4.303738,1.334,,0,
981,32,isparta,2008,,,,,,,4.33957,1.296,,0,
982,32,isparta,2009,,,,,,,4.2815886,1.254,,0,-0.10185304
983,32,ISPARTA,2010,0,0,448298,96.436104,0,0,4.259366,1.26,1.5503081,0,-0.112201944
984,32,ISPARTA,2011,1,1,411245,96.436104,0,0,4.461946,1.226,1.6997167,0,-0.10404074
985,32,ISPARTA,2012,0,0,416663,96.436104,0,0,4.4241343,1.286,1.706415,0,-0.10039747
986,32,ISPARTA,2013,1,1,417774,96.436104,0,0,4.4291835,1.36,1.7114516,1,-0.102053225
987,32,ISPARTA,2014,0,0,418780,96.436104,0,0,4.4606776,1.44,1.7264435,1,-0.10852581
988,32,ISPARTA,2015,0,0,421766,96.436104,0,0,4.467695,1.504,1.7142206,0,-0.10672572
989,32,ISPARTA,2016,2,2,427324,96.436104,0,0,4.5439067,1.554,1.7153261,0,-0.10186046
990,32,ISPARTA,2017,1,1,433830,96.436104,0,0,4.55879,1.534,1.6988221,0,-0.10138446
991,32,Isparta,2018,,,,,,,,1.496,,0,-0.09737545
992,33,Mersin,1986,,,,,,,,,,0,
993,33,Mersin,1987,,,,,,,,,,0,
994,33,Mersin,1988,,,,,,,,,,0,
995,33,Mersin,1991,,,,,,,,,,0,
996,33,Mersin,1992,,,,,,,,,,0,
997,33,Mersin,1993,,,,,,,,,,0,
998,33,Mersin,1994,,,,,,,,,,0,
999,33,Mersin,1995,,,,,,,,,,0,
1000,33,Mersin,1996,,,,,,,,,,0,
1001,33,Mersin,1997,,,,,,,,,,0,
1002,33,Mersin,1998,,,,,,,,,,0,
1003,33,Mersin,1999,,,,,,,,,,0,
1004,33,Mersin,2000,,,,,,,,,,0,
1005,33,mersin,2001,,,,,,,,,,0,
1006,33,mersin,2002,,,,,,,,1.68,,0,
1007,33,mersin,2003,,,,,,,,1.675,,0,
1008,33,mersin,2004,,,,,,,,1.6433333,,0,
1009,33,mersin,2005,,,,,,,,1.64,,0,
1010,33,mersin,2006,,,,,,,,1.642,,0,
1011,33,mersin,2007,,,,,,,4.2650495,1.6,,0,
1012,33,mersin,2008,,,,,,,4.285151,1.576,,0,
1013,33,mersin,2009,,,,,,,4.2079344,1.604,,0,-0.060892716
1014,33,MERSIN,2010,10,9,1647899,83.73286,14.965773,1.9459101,4.2847815,1.644,0.86959213,0,-0.06238386
1015,33,MERSIN,2011,10,9,1667939,83.73286,14.965773,1.9459101,4.3697577,1.688,0.86753774,0,-0.06724237
1016,33,MERSIN,2012,3,3,1682848,83.73286,14.965773,1.9459101,4.4064612,1.786,0.8830269,0,-0.06618868
1017,33,MERSIN,2013,5,5,1705774,83.73286,14.965773,1.9459101,4.4242086,1.856,0.87877995,1,-0.06602843
1018,33,MERSIN,2014,9,9,1727255,83.73286,14.965773,1.9459101,4.467095,1.914,0.88348275,1,-0.06672171
1019,33,MERSIN,2015,10,9,1745221,83.73286,14.965773,1.9459101,4.5271597,1.962,0.8743878,0,-0.06584355
1020,33,MERSIN,2016,8,8,1773852,83.73286,14.965773,1.9459101,4.5583253,2.012,0.86929464,0,-0.06446496
1021,33,MERSIN,2017,5,5,1793931,83.73286,14.965773,1.9459101,4.6051116,2.02,0.86736894,0,-0.06379816
1022,33,Mersin,2018,,,,,,,,2.056,,0,-0.06265488
1023,34,Istanbul,1986,,,,,,,,,,0,
1024,34,Istanbul,1987,,,,,,,,,,0,
1025,34,Istanbul,1988,,,,,,,,,,0,
1026,34,Istanbul,1991,,,,,,,,,,0,
1027,34,Istanbul,1992,,,,,,,,,,0,
1028,34,Istanbul,1993,,,,,,,,,,0,
1029,34,Istanbul,1994,,,,,,,,,,0,
1030,34,Istanbul,1995,,,,,,,,,,0,
1031,34,Istanbul,1996,,,,,,,,,,0,
1032,34,Istanbul,1997,,,,,,,,,,0,
1033,34,Istanbul,1998,,,,,,,,,,0,
1034,34,Istanbul,1999,,,,,,,,,,0,
1035,34,Istanbul,2000,,,,,,,,,,0,
1036,34,istanbul,2001,,,,,,,,,,0,
1037,34,istanbul,2002,,,,,,,,1.67,,0,
1038,34,istanbul,2003,,,,,,,,1.7,,0,
1039,34,istanbul,2004,,,,,,,,1.6566666,,0,
1040,34,istanbul,2005,,,,,,,,1.6425,,0,
1041,34,istanbul,2006,,,,,,,,1.666,,0,
1042,34,istanbul,2007,,,,,,,5.022298,1.67,,0,
1043,34,istanbul,2008,,,,,,,5.034507,1.65,,0,
1044,34,istanbul,2009,,,,,,,4.9583087,1.664,,0,-0.04289618
1045,34,ISTANBUL,2010,37,36,13255685,87.65423,10.784004,2.9957323,4.986245,1.726,0.23288122,0,-0.046082497
1046,34,ISTANBUL,2011,27,24,13624240,87.65423,10.784004,2.9957323,5.0965643,1.756,0.22848982,0,-0.048843563
1047,34,ISTANBUL,2012,31,30,13854740,87.65423,10.784004,2.9957323,5.122495,1.804,0.23024611,0,-0.04801953
1048,34,ISTANBUL,2013,28,26,14160467,87.65423,10.784004,2.9957323,5.1708393,1.868,0.22760549,1,-0.046464473
1049,34,ISTANBUL,2014,46,42,14377018,87.65423,10.784004,2.9957323,5.1870613,1.926,0.22737677,1,-0.04894334
1050,34,ISTANBUL,2015,34,31,14657434,87.65423,10.784004,2.9957323,5.246823,1.95,0.22630155,0,-0.047354907
1051,34,ISTANBUL,2016,27,26,14804116,87.65423,10.784004,2.9957323,5.2765107,1.954,0.2266937,0,-0.04415655
1052,34,ISTANBUL,2017,37,37,15029231,87.65423,10.784004,2.9957323,5.339387,1.936,0.22642542,0,-0.043720037
1053,34,Istanbul,2018,,,,,,,,1.924,,0,-0.043143064
1054,35,Izmir,1986,,,,,,,,,,0,
1055,35,Izmir,1987,,,,,,,,,,0,
1056,35,Izmir,1988,,,,,,,,,,0,
1057,35,Izmir,1991,,,,,,,,,,0,
1058,35,Izmir,1992,,,,,,,,,,0,
1059,35,Izmir,1993,,,,,,,,,,0,
1060,35,Izmir,1994,,,,,,,,,,0,
1061,35,Izmir,1995,,,,,,,,,,0,
1062,35,Izmir,1996,,,,,,,,,,0,
1063,35,Izmir,1997,,,,,,,,,,0,
1064,35,Izmir,1998,,,,,,,,,,0,
1065,35,Izmir,1999,,,,,,,,,,0,
1066,35,Izmir,2000,,,,,,,,,,0,
1067,35,izmir,2001,,,,,,,,,,0,
1068,35,izmir,2002,,,,,,,,2.37,,0,
1069,35,izmir,2003,,,,,,,,2.345,,0,
1070,35,izmir,2004,,,,,,,,2.28,,0,
1071,35,izmir,2005,,,,,,,,2.27,,0,
1072,35,izmir,2006,,,,,,,,2.292,,0,
1073,35,izmir,2007,,,,,,,4.6789455,2.298,,0,
1074,35,izmir,2008,,,,,,,4.668945,2.294,,0,
1075,35,izmir,2009,,,,,,,4.579159,2.37,,0,-0.046116978
1076,35,IZMIR,2010,15,13,3948848,93.250244,5.1960487,1.609438,4.6284914,2.468,0.44747227,0,-0.049854547
1077,35,IZMIR,2011,20,20,3965232,93.250244,5.1960487,1.609438,4.7580657,2.554,0.44940624,0,-0.053272635
1078,35,IZMIR,2012,15,15,4005459,93.250244,5.1960487,1.609438,4.7837796,2.638,0.45512885,0,-0.051101744
1079,35,IZMIR,2013,16,15,4061074,93.250244,5.1960487,1.609438,4.8309145,2.724,0.45406708,1,-0.049664557
